code,pinyin,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
000616,HHTZ,海航投资,全国地产,辽宁,0.0,14.3,14.3,59.8,16.1,0.03,2.54,0.18,-0.023,3.07,0.87,19961108,23.1,1.61,-75.86,-518.43,24.37,-79.82,91851.0
000617,ZYZB,中油资本,多元金融,新疆,10.63,126.42,126.42,9206.96,4924.55,103.48,350.21,2.77,0.49,6.94,0.99,19961022,268.8,2.13,4.17,2.14,37.16,1002.09,26471.0
000619,HLXC,海螺型材,其他建材,安徽,40.73,3.6,3.6,42.8,24.8,11.85,4.41,1.22,0.11800000000000001,6.95,0.92,19961023,14.23,3.95,4.91,97.59,12.88,1.5,25279.0
000620,XHL,新华联,全国地产,北京,0.0,18.96,18.97,515.96,298.8,116.5,20.18,1.06,-0.36,3.81,0.79,19961029,43.6,2.3,-36.79,-516.94,20.89,-19.13,36110.0
000622,HLSY,恒立实业,汽车配件,湖南,258.9,4.25,4.25,3.18,2.99,0.16,1.96,0.46,0.012,0.49,8.48,19961107,-4.15,-0.98,12.57,-66.66,7.2,1.91,34665.0
000623,JLAD,吉林敖东,化学制药,吉林,10.09,11.6,11.63,271.1,63.87,21.07,39.66,3.41,1.3,19.49,0.89,19961028,157.11,13.51,-31.48,29.66,61.65,93.04,90234.0
000625,CAQC,长安汽车,汽车整车,重庆,23.42,39.01,53.63,1114.55,631.31,258.69,53.66,1.0,0.73,9.91,2.05,19970610,347.57,6.48,23.77,230.98,11.2,6.24,172000.0
000626,YDKG,远大控股,商贸代理,江苏,0.0,4.64,5.43,73.08,66.94,1.18,12.93,2.38,-0.096,5.03,2.0,19961128,8.98,1.65,-20.66,-177.14,1.56,-0.13,23875.0
000627,TMJT,天茂集团,保险,湖北,32.51,44.63,49.41,2291.48,398.5,4.78,110.95,2.25,0.12,4.21,1.2,19961112,59.11,1.2,0.0,-43.35,0.0,0.0,83700.0
000628,GXFZ,高新发展,园区开发,四川,19.67,1.88,3.11,64.9,60.01,0.94,7.29,2.34,0.314,3.52,2.34,19961118,0.2,0.06,95.84,120.8,9.95,3.05,22826.0
000629,PGFT,攀钢钒钛,小金属,四川,81.98,74.64,85.9,119.93,55.26,41.97,55.42,0.65,0.022000000000000002,1.11,2.19,19961115,-65.7,-0.76,-24.64,-86.52,11.4,2.43,230000.0
000630,TLYS,铜陵有色,铜,安徽,27.63,105.26,105.27,506.39,261.61,164.87,27.76,0.26,0.07,1.8,1.43,19961120,43.33,0.41,2.84,5.63,4.59,1.02,345437.0
000631,SFHY,顺发恒业,区域地产,吉林,26.26,24.33,24.33,76.75,69.03,0.55,13.9,0.57,0.08,2.68,1.04,19961122,23.39,0.96,-64.07,-63.76,44.18,37.07,26677.0
000632,SMJT,三木集团,综合类,福建,56.98,4.65,4.66,98.48,70.37,5.21,0.0,0.0,0.057,2.95,1.46,19961121,2.63,0.57,2.82,30.96,4.46,0.58,26704.0
000633,HJTZ,合金投资,综合类,新疆,136.94,3.85,3.85,2.38,1.12,0.92,0.48,0.12,0.025,0.43,10.68,19961112,-3.31,-0.86,36.39,216.08,13.8,9.97,25827.0
000635,YLT,英 力 特,化工原料,宁夏,52.81,3.03,3.03,31.83,16.0,14.54,18.79,6.2,0.12,8.8,0.97,19961120,3.68,1.21,-11.0,-42.8,12.34,2.63,22121.0
000636,FHGK,风华高科,元器件,广东,62.65,8.95,8.95,84.39,39.35,20.87,24.07,2.69,0.39,6.75,4.79,19961129,20.06,2.24,22.3,-1.93,29.97,11.87,94087.0
000637,MHSH,茂化实华,石油加工,广东,95.74,3.66,5.2,19.38,10.96,3.22,0.07,0.01,0.034,1.75,2.51,19961114,1.55,0.3,3.62,-80.4,5.96,0.57,31497.0
000638,WFFZ,万方发展,软件服务,吉林,0.0,3.09,3.09,4.71,2.74,0.05,1.54,0.5,-0.04,0.45,15.62,19961126,-3.23,-1.04,-26.11,-15.17,33.37,-17.75,40513.0
000639,XWSP,西王食品,食品,山东,16.77,10.75,10.79,77.51,32.62,6.28,16.75,1.55,0.264,3.51,1.68,19961126,8.51,0.79,1.78,-14.24,30.97,6.66,37527.0
000650,RHYY,仁和药业,中成药,江西,17.01,11.8,12.38,53.47,36.34,5.19,2.95,0.24,0.299,3.27,2.07,19961210,22.67,1.83,-16.79,-15.8,41.97,12.52,127450.0
000651,GLDQ,格力电器,家用电器,广东,22.53,59.7,60.16,2742.22,2058.2,187.34,0.96,0.02,2.28,19.08,3.59,19961118,1002.67,16.67,-18.8,-38.06,23.37,10.88,625401.0
000652,TDGF,泰达股份,批发业,天津,47.77,14.74,14.76,362.76,267.99,4.19,6.86,0.46,0.077,3.29,1.48,19961128,21.81,1.48,-7.62,13.6,6.89,1.14,156585.0
000655,JLKY,金岭矿业,普钢,山东,14.89,5.95,5.95,31.35,16.45,2.71,4.88,0.82,0.348,4.68,1.48,19961128,13.68,2.3,-0.23,19.15,35.82,20.41,38753.0
000656,JKGF,金科股份,区域地产,重庆,7.58,52.87,53.4,3832.63,3399.86,41.67,45.3,0.85,0.83,5.52,1.52,19961128,157.36,2.95,10.47,11.46,25.18,9.3,75254.0
000657,ZWGX,中钨高新,小金属,海南,35.81,7.74,10.54,89.03,54.15,22.68,32.58,3.09,0.16,4.12,1.67,19961205,0.94,0.09,11.96,40.0,19.42,2.29,33421.0
000659,ZHZF,珠海中富,广告包装,广东,0.0,12.86,12.86,23.62,6.97,11.51,2.81,0.22,-0.013000000000000001,0.55,4.74,19961203,-13.19,-1.03,-18.18,-74.33,24.22,-1.57,51307.0
000661,CCGX,长春高新,生物制药,吉林,47.12,3.4,4.05,160.25,110.64,18.24,28.7,7.09,5.58,25.06,14.0,19961218,62.83,15.52,17.55,82.19,86.39,35.32,100788.0
000662,STTX,*ST天夏,软件服务,广西,0.0,10.93,10.93,32.06,12.34,0.0,35.98,3.29,-0.019,0.6,2.0,19961216,-41.95,-3.84,-96.83,-129.78,45.91,-236.58,43571.0
000663,STYL,*ST永林,林业,福建,0.0,2.91,3.37,24.85,12.96,7.42,16.14,4.79,-0.19,1.51,2.65,19961206,-14.32,-4.25,-28.28,-71.39,17.77,-15.61,13874.0
000665,HBGD,湖北广电,影视音像,湖北,0.0,9.82,9.82,120.77,26.1,59.37,36.67,3.73,-0.08,6.61,0.76,19961210,17.32,1.76,-13.44,-149.46,28.45,-4.6,32898.0
000666,JWFJ,经纬纺机,多元金融,北京,18.4,2.93,7.04,355.96,238.11,13.16,18.88,2.68,0.342,12.78,0.66,19961210,45.55,6.47,-38.42,-35.3,36.37,10.04,35421.0
000667,MHZY,美好置业,全国地产,云南,0.0,24.47,24.67,295.75,222.6,24.98,13.85,0.56,-0.057999999999999996,2.81,1.32,19961205,26.73,1.08,19.38,-288.07,18.71,-6.55,128900.0
000668,RFKG,荣丰控股,区域地产,上海,0.0,1.47,1.47,23.84,21.52,0.03,0.8,0.55,-0.14,6.45,2.52,19961210,6.07,4.14,-88.21,-131.77,36.93,-47.27,7317.0
000669,STJH,*ST金鸿,供气供热,吉林,4.84,6.8,6.8,78.95,22.51,38.22,16.36,2.4,0.37,2.18,1.09,19961210,-9.17,-1.35,-37.4,202.5,12.85,14.25,25449.0
000670,STYF,*ST盈方,元器件,湖北,0.0,6.02,8.17,29.14,24.46,0.04,3.33,0.41,-0.011000000000000001,0.0,0.0,19961217,-6.3,-0.77,1382.96,81.73,9.26,-15.03,66665.0
000671,YGC,阳 光 城,区域地产,福建,8.44,40.37,41.2,3562.79,3123.39,44.47,41.1,1.0,0.62,5.83,1.28,19961218,144.36,3.5,18.85,21.64,23.55,7.2,36400.0
000672,SFSN,上峰水泥,水泥,甘肃,9.85,8.14,8.14,99.32,44.77,25.53,-9.42,-1.16,1.89,7.67,3.19,19961218,62.4,7.67,-2.8,-1.73,46.57,34.01,63280.0
000673,STDD,*ST当代,影视音像,山西,0.0,7.9,7.92,14.71,11.3,0.57,14.57,1.84,-0.111,-0.31,-4.48,19970124,-25.21,-3.18,-65.6,-360.5,25.98,-69.78,37708.0
000676,ZDGF,智度股份,互联网,河南,0.0,10.21,13.26,92.79,50.71,0.08,37.69,2.84,-0.09,4.99,1.24,19961224,15.69,1.18,11.14,-126.67,5.13,-1.29,65550.0
000677,HTHL,恒天海龙,化纤,山东,464.77,8.64,8.64,8.47,3.66,3.93,6.98,0.81,0.005,0.33,9.15,19961226,-14.89,-1.72,-17.92,-10.45,15.63,0.85,51143.0
000678,XYZC,襄阳轴承,机械基件,湖北,0.0,4.6,4.6,26.42,10.23,11.93,7.69,1.67,-0.11599999999999999,2.47,2.05,19970106,-1.59,-0.35,-9.0,-121.14,8.34,-6.12,26768.0
000679,STYY,*ST友谊,百货,辽宁,32.13,3.56,3.56,13.58,3.78,2.28,0.87,0.24,0.08,1.84,1.82,19970124,0.14,0.04,-80.06,119.63,44.34,24.08,17972.0
000680,STGF,山推股份,工程机械,山东,45.83,10.57,12.41,95.34,59.88,13.9,11.88,0.96,0.059000000000000004,2.79,1.29,19970122,6.81,0.55,8.12,-18.82,14.48,1.41,99703.0
000681,SJZG,视觉中国,互联网,江苏,68.38,6.64,7.01,40.38,5.11,0.02,16.3,2.33,0.174,4.52,3.51,19970121,14.38,2.05,-24.54,-43.15,62.26,27.63,51752.0
000682,DFDZ,东方电子,软件服务,山东,26.1,9.78,13.41,62.05,51.68,6.32,11.99,0.89,0.141,2.54,1.94,19970121,8.35,0.62,15.31,6.54,31.94,7.64,108517.0
000683,YXNY,远兴能源,化工原料,内蒙,0.0,35.54,39.24,215.37,44.44,121.53,17.54,0.45,-0.01,2.58,0.88,19970131,45.95,1.17,-4.61,-108.22,23.57,-0.97,121607.0
000685,ZSGY,中山公用,水务,广东,9.21,12.53,14.75,203.21,29.17,18.07,18.38,1.25,0.71,9.35,0.94,19970123,88.48,6.0,5.71,42.86,31.79,72.53,40785.0
000686,DBZQ,东北证券,证券,吉林,17.57,23.4,23.4,663.89,0.0,6.69,57.46,2.46,0.42,6.97,1.4,19970227,52.7,2.25,-18.72,12.03,0.0,19.15,112419.0
000687,STHX,*ST华讯,通信设备,河北,0.0,7.53,7.66,15.46,11.73,1.61,9.48,1.24,-0.17,-0.8,-2.07,19970221,-22.71,-2.96,-92.41,5.47,24.88,-383.87,53450.0
000688,GCKY,国城矿业,铅锌,重庆,106.46,11.37,11.37,35.52,14.52,9.08,1.89,0.17,0.08,1.95,5.57,19970120,11.31,0.99,4.22,-54.68,24.63,10.29,42329.0
000690,BXNY,宝新能源,火力发电,广东,8.34,20.84,21.76,196.47,59.88,92.42,29.37,1.35,0.66,4.83,1.51,19970128,44.39,2.04,47.94,200.69,44.19,25.38,72206.0
000691,YTSY,亚太实业,化工原料,甘肃,56.7,2.9,3.23,7.02,2.14,2.5,1.53,0.47,0.064,0.3,16.31,19970228,-3.95,-1.22,1404.04,416.53,23.36,11.68,19295.0
000692,HTRD,惠天热电,供气供热,辽宁,0.0,5.33,5.33,58.85,19.51,28.41,4.56,0.86,-0.596,1.76,1.71,19970227,-2.05,-0.39,-1.27,-5.92,-21.4,-31.28,33986.0
000695,BHNY,滨海能源,广告包装,天津,0.0,2.22,2.22,10.67,5.85,3.5,0.75,0.34,-0.057999999999999996,1.64,4.22,19970218,0.54,0.24,-14.24,-299.22,7.24,-4.44,11515.0
000697,LSHK,炼石航空,航空,陕西,0.0,5.77,6.72,36.57,8.7,7.81,20.31,3.02,-0.26899999999999996,1.99,4.83,19970325,-13.96,-2.08,-43.1,-159.65,5.87,-21.28,39040.0
000698,SYHG,沈阳化工,化工原料,辽宁,137.7,7.86,8.2,102.19,51.57,35.91,13.36,1.63,0.027999999999999997,4.57,1.12,19970220,12.68,1.55,-19.38,117.83,12.17,0.39,68928.0
000700,MSKJ,模塑科技,汽车配件,江苏,0.0,8.07,9.17,80.21,38.17,26.59,6.24,0.68,-0.04,2.84,2.13,19970228,11.13,1.21,3.1,-142.53,18.7,-0.94,88536.0
000701,SMXD,厦门信达,综合类,福建,19.28,4.06,4.19,243.68,190.4,15.91,17.49,4.18,-0.01,0.42,13.51,19970226,-20.99,-5.01,-19.45,162.43,2.01,0.18,35853.0
000702,ZHKJ,正虹科技,饲料,湖南,2446.18,2.67,2.67,8.12,3.48,2.02,1.82,0.68,0.002,2.03,2.65,19970318,0.34,0.13,-26.19,-86.62,12.06,0.06,29644.0
000703,HYSH,恒逸石化,化纤,广西,12.81,33.15,36.82,978.38,312.5,421.76,91.9,2.5,0.83,6.81,2.08,19970328,114.92,3.12,-1.42,38.09,9.81,4.98,30078.0
000705,ZJZY,浙江震元,医药商业,浙江,28.0,2.82,3.34,26.61,16.98,4.79,5.37,1.61,0.21,5.21,1.5,19970410,7.02,2.1,4.06,5.14,21.29,2.82,29676.0
000707,STSH,ST双环,化工原料,湖北,0.0,4.64,4.64,33.33,7.49,21.1,7.3,1.57,-0.669,-0.26,-9.26,19970415,-15.25,-3.29,-26.88,-2063.91,0.23,-24.8,30924.0
000708,ZXTG,中信特钢,特种钢,湖北,18.12,12.59,50.47,779.73,327.67,329.98,92.06,1.82,0.861,5.29,3.94,19970326,117.02,2.32,0.4,4.23,17.67,7.9,22365.0
000709,HGGF,河钢股份,普钢,河北,15.31,106.17,106.19,2236.72,663.23,1252.14,231.93,2.18,0.08,4.63,0.48,19970416,136.36,1.28,-14.4,-34.79,12.01,1.44,325126.0
000710,BRJY,贝瑞基因,医疗保健,四川,79.03,1.42,3.55,32.22,20.55,5.07,10.35,2.92,0.43,6.57,6.83,19970422,10.17,2.87,-7.37,-51.87,52.49,13.87,18739.0
000711,JLKJ,京蓝科技,软件服务,黑龙江,0.0,8.22,10.24,123.45,77.24,3.84,41.64,4.07,-0.43,4.1,0.77,19970411,-10.19,-1.0,-59.78,-1406.22,23.76,-77.86,33098.0
000712,JLGF,锦龙股份,证券,广东,46.3,7.96,8.96,220.37,0.0,1.01,7.08,0.79,0.23,3.94,3.53,19970415,17.21,1.92,31.3,62.25,0.0,12.51,55526.0
000713,FLZY,丰乐种业,种植业,安徽,196.22,3.89,4.39,26.69,16.19,4.7,6.24,1.42,0.039,3.83,2.69,19970422,5.25,1.2,1.96,187.21,13.86,1.03,76381.0
000715,ZXSY,中兴商业,百货,辽宁,98.16,4.15,4.16,23.48,12.31,7.07,1.8,0.43,0.044000000000000004,3.52,1.64,19970508,7.01,1.69,-68.98,-84.42,50.03,2.93,11660.0
000716,HZM,黑芝麻,食品,广西,0.0,6.78,7.44,50.96,21.77,11.09,16.29,2.19,-0.033,3.62,0.92,19970418,2.89,0.39,-19.84,-184.85,21.06,-1.03,48846.0
000717,SGSS,韶钢松山,普钢,广东,7.34,24.2,24.2,189.68,67.49,98.89,31.64,1.31,0.501,3.66,1.34,19970508,24.95,1.03,3.87,-6.0,11.35,5.39,105952.0
000718,SNHQ,苏宁环球,区域地产,吉林,8.93,22.89,30.35,167.73,135.54,9.05,10.63,0.35,0.28,2.71,1.23,19970408,44.89,1.48,-2.02,5.27,64.25,34.22,65750.0
000719,ZYCM,中原传媒,出版业,河南,9.57,6.67,10.23,133.61,84.5,15.04,27.37,2.67,0.57,8.36,0.86,19970331,45.48,4.44,0.47,9.05,32.43,9.4,16215.0
000720,XNTS,新能泰山,区域地产,山东,0.0,8.63,12.9,45.03,40.65,0.7,6.86,0.53,-0.08,1.86,2.05,19970509,4.43,0.34,-44.45,-128.05,7.63,-7.75,56551.0
000721,XAYS,西安饮食,酒店餐饮,陕西,0.0,4.36,4.99,10.61,2.59,2.81,0.56,0.11,-0.165,1.07,4.08,19970430,-0.74,-0.15,-39.11,-247.23,22.44,-34.26,67102.0
000722,HNFZ,湖南发展,水力发电,湖南,24.92,4.64,4.64,32.57,14.93,14.2,21.35,4.6,0.2,6.54,1.0,19970522,3.82,0.82,-22.3,-34.92,54.33,54.01,36390.0
000723,MJNY,美锦能源,焦炭加工,山西,43.96,37.74,40.78,226.76,62.98,87.49,3.53,0.09,0.11,2.12,3.12,19970515,39.96,0.98,-16.89,-44.25,18.77,5.12,155171.0
000725,JDFA,京东方Ａ,元器件,北京,55.55,338.59,347.98,3631.68,1168.02,1674.95,384.24,1.1,0.06,2.49,2.11,20010112,132.69,0.38,18.63,33.67,16.91,2.43,1207757.0
000726,LTA,鲁 泰Ａ,纺织,山东,46.49,5.61,8.58,118.87,46.51,55.93,2.56,0.3,0.11,8.94,0.77,20001225,53.82,6.27,-29.96,-83.73,23.99,2.84,60175.0
000727,STDK,*ST东科,元器件,江苏,0.0,29.31,45.3,204.34,30.6,143.65,65.73,1.45,-0.209,0.71,3.51,19970520,-80.04,-1.77,31.34,47.27,-7.0,-19.91,103624.0
000728,GYZQ,国元证券,证券,安徽,26.3,42.91,43.64,899.44,0.0,12.77,126.1,2.89,0.32,7.48,1.16,19970616,51.41,1.18,57.26,54.39,0.0,30.58,129958.0
000729,YJPJ,燕京啤酒,啤酒,北京,35.07,25.09,28.19,197.51,92.24,89.39,45.97,1.63,0.171,4.81,1.66,19970716,40.73,1.45,-4.87,-24.68,41.89,4.88,52109.0
000731,SCMF,四川美丰,农药化肥,四川,32.58,5.91,5.91,39.03,14.82,20.63,6.4,1.08,0.11900000000000001,4.81,1.07,19970617,11.83,2.0,-10.01,-33.95,16.75,3.38,49315.0
000732,THJT,泰禾集团,区域地产,福建,0.0,24.86,24.89,2288.84,1815.55,34.68,27.62,1.11,-0.7929999999999999,7.1,0.55,19970704,70.84,2.85,-86.75,-193.01,15.82,-70.28,48889.0
000733,ZHKJ,振华科技,元器件,贵州,43.4,5.15,5.15,91.27,62.6,12.47,28.9,5.61,0.696,11.09,3.63,19970703,19.61,3.81,2.44,20.25,52.24,11.67,34103.0
000735,LNS,罗 牛 山,农业综合,海南,85.25,11.51,11.52,79.37,22.16,25.69,15.86,1.38,0.086,3.6,2.72,19970611,11.06,0.96,164.27,340.77,16.12,5.51,149500.0
000736,ZJDC,中交地产,全国地产,重庆,13.87,6.95,6.95,931.27,907.37,0.85,1.3,0.19,0.41,4.3,1.77,19970425,21.14,3.04,74.82,75.09,24.79,3.56,11745.0
000737,STNF,ST南风,日用化工,山西,16.14,5.49,5.49,11.43,4.84,3.84,9.93,1.81,0.18100000000000002,0.89,4.39,19970428,-11.96,-2.18,-10.04,4598.15,21.35,11.95,35154.0
000738,HFKZ,航发控制,航空,江苏,48.85,11.46,11.46,87.52,55.18,21.86,27.58,2.41,0.28800000000000003,5.21,3.6,19970626,19.56,1.71,17.02,30.75,32.15,13.57,81752.0
000739,PLYY,普洛药业,化学制药,浙江,29.79,11.47,11.79,77.28,52.08,17.81,4.38,0.37,0.535,3.57,5.95,19970509,24.55,2.08,7.3,45.99,28.22,10.84,28354.0
000750,GHZQ,国海证券,证券,广西,24.19,54.45,54.45,766.74,0.0,14.39,89.9,1.65,0.17,3.43,1.59,19970709,20.49,0.38,31.77,57.7,0.0,25.19,206658.0
000751,XYGF,锌业股份,铅锌,辽宁,24.28,14.1,14.1,52.58,31.9,10.55,13.16,0.93,0.098,1.96,1.61,19970626,-3.28,-0.23,-15.27,2.26,9.53,2.83,143256.0
000752,STXF,*ST西发,啤酒,西藏,0.0,2.64,2.64,9.22,5.48,1.07,0.24,0.09,-0.22,-0.09,-37.77,19970625,-3.8,-1.44,19.08,-6.61,23.77,-20.9,23397.0
000753,ZZFZ,漳州发展,汽车服务,福建,27.82,9.91,9.91,62.91,31.33,3.9,6.33,0.64,0.08,2.43,1.22,19970626,6.95,0.7,-1.18,41.18,17.47,4.26,61076.0
000755,SXLQ,山西路桥,公路,山西,0.0,4.69,4.69,82.52,5.11,0.12,12.95,2.76,-0.188,2.4,1.54,19970627,-7.97,-1.7,-42.52,-179.35,35.77,-23.14,37511.0
